,GSM21203,GSM21204,GSM21205,GSM21206,GSM21207,GSM21208,GSM21209,GSM21210,GSM21211,GSM21212,GSM21213,GSM21214,GSM21215,GSM21216,GSM21217,GSM21218,GSM21219,GSM21220,GSM21221,GSM21222,GSM21223,GSM21224,GSM21225,GSM21226,GSM21227,GSM21228,GSM21229,GSM21230,GSM21231,GSM21232,GSM21233
HSD11B2,6.10852445677817,4.11270013274936,4.85299758761332,4.47248777146274,5.12928301694497,4.39917109381982,6.30012372456901,3.51096191927738,4.97269265400426,4.11270013274936,3.83794324189103,4.61470984411521,3.12101540096137,5.65248649491816,6.37677657188298,5.42961596420174,4.8972404255748,6.33091687811462,4.35049724708413,3.91647664443772,5.1168637576909,4.60288440871842,3.94485844580754,4.96347412397489,4.57893871309339,4.39231742277876,3.43295940727611,5.41278152533848,4.32192809488736,4.20163386116965,6.94368695159709
FOXO3,11.5796459281148,10.9923010877263,11.2887507462117,11.2085392067384,11.9907776316655,11.0850740530368,11.3058337575153,10.6280809469988,11.8928084120123,11.5643876960526,11.496853777388,11.2659665946422,10.3186557806155,10.9067403070474,11.2486391939846,11.0136716140586,10.8240836325335,10.7182759935495,9.66586883415518,10.6419614088114,10.9361962300516,10.2526654324502,10.4413880293467,11.0003521774803,11.1681706599969,11.1173833669315,10.3308048632816,11.0760807041016,10.7553048882624,11.0708588787632,10.6141576867923
FOXO3B,5.61519979201187,5.50793081432354,6.8995971450029,6.27264511701328,5.73378144073527,5.47886498533639,5.7068561253609,6.78874753674123,6.31990376656365,6.3567882135997,5.52996342302708,5.62849304433834,5.29061021890407,5.89229045527776,4.99524964000413,6.89301432698401,6.00086648843186,6.04010297154414,5.62411217620341,6.3100429912139,6.61430985434504,5.49761912446898,6.73438633680936,6.21321837776265,6.39270584890808,6.82381099117592,5.90669270975772,6.02230652030278,5.97948336870896,5.91276819750614,6.08479795230289
RRP9,4.93073733756289,4.04439411935845,5.51727569320958,4.84297883178833,5.53294028837287,4.68929916053589,4.96347412397489,6.44625622988956,6.47735352663456,6.26865895502767,5.18982455888002,6.44790974874208,4.85299758761332,6.94836723158468,4.32192809488736,5.54225804976692,3.93545974780529,6.12101540096137,6.877744249949,6.20554891117303,4.64385618977472,4.32912359629157,5.81762325751143,5.11270013274936,5.00898878322726,6.70182625841205,6.85673675611911,4.92124588858559,7.00112666545428,5.87282875953489,6.8703647195834
PDE2A,10.9615220443915,11.5909144727214,12.1412450129472,10.4151079416529,11.4411286218047,11.4088073752829,11.8241234216875,12.023234556846,11.5219929564017,10.7247696274387,11.1387837572538,11.9353124062292,11.5242478571998,12.0555197013583,12.2658494214408,11.5683836884327,11.5999128421871,11.5069521615771,11.7481928495895,11.2034703637823,11.3936585914548,10.9896073756842,11.0862689415575,11.3386249732499,11.0168082876866,11.2419235821954,10.5892766150898,10.7105481716154,10.9822092881619,11.5838349547154,11.7478992480509
FILIP1L,8.22448410023199,8.43962313755712,8.29599846191139,7.99038765180274,8.11945993445933,8.54573675349338,8.07253459972295,7.42961596420174,8.4262647547021,7.11790278909403,7.78659636189081,8.23935985027747,7.62497817956904,6.21723071622067,4.47248777146274,8.7488637145357,8.17292748960384,8.42919748847991,7.72314895704758,7.85549144310187,7.10118781525974,7.3566720442121,7.4262647547021,8.36675932833517,7.95303237725324,8.47289387844386,6.66249036391378,7.48542682717024,8.49545533300987,8.34695688937888,8.22013644739608
COL7A1,7.46772987390264,7.38856266146177,7.48172803063683,6.24246555875004,6.76380814195972,6.46393249016721,6.97728946507068,6.97841312427262,6.99584949170644,7.17232896172936,7.10412861210212,6.9745157388385,6.66642388312796,6.69549018915551,7.3952557059471,6.72759938475755,6.43321446836058,7.08063523792535,6.11197067979975,6.1206191895617,7.7350769657014,6.91721676023149,7.10897089952956,6.87816035934615,7.09909972771874,6.36667717030691,6.93573029097819,6.7507071320141,7.03006170023673,6.97583086686084,6.67595272073847
GPR137B,9.50442176983273,9.14363830992204,9.41658643754191,9.96072599483906,8.51412226017071,9.43233310162664,8.79311555527435,9.61249994573944,8.74247786700368,9.13005568234283,9.44728990123914,9.20285845596425,9.80606622608903,9.32012359804061,9.30103884990315,9.14898493138752,9.02845864742548,9.58270652678079,9.69661984698429,9.54361187589834,10.2664351923048,10.3344967683904,9.63190458725792,9.34296357439873,8.97813841506996,9.85003052418976,9.55439699117587,9.20920964655735,9.18636189125299,9.41764157913863,8.89178370321831
MZF1,9.43108242214602,9.56182838810292,9.16418349469308,8.66591538180905,10.1338935521229,9.42291736255888,8.94647442616787,8.75725298370641,8.73433394688716,8.62322294747699,9.88124819170501,9.17342386258074,9.40341333844101,8.33478720734331,9.00191615768469,8.5239478836798,8.77225632426254,8.59062631094223,8.21524487703656,8.70838652557022,8.36321192670875,8.34943857923429,8.44829656029935,8.93366432973903,9.07434337351184,8.69931142000439,8.74109412111741,8.21467292035741,8.38472293694976,8.53126315537743,8.88165353847978
TPST1,8.83983364841731,8.21091481607392,8.00393948568806,8.39274673242064,7.74416109557041,8.32777717058405,8.98840066372944,8.15987133677839,9.12205144771389,8.2128611165929,9.09090634523191,8.0503928599799,8.30742852519225,9.15127028879017,8.12567176339259,8.13647851834917,8.48220292629595,8.31333656165215,7.95768248616512,8.43920755494128,9.33806779754262,9.12282799480767,7.89845023280787,8.4801843236987,8.37634248280467,8.17791779219584,8.63807383718072,8.59507095419544,9.85206127927917,8.44997398581035,8.14720492494223
TUBB2A,12.2149261879424,13.3388338586755,12.4714466002343,13.4801590732845,11.7215691845784,13.0552315877404,13.2301855974154,13.840423892827,12.6457259727304,11.3372873898665,12.4365033460129,13.7270163603231,13.9589604547723,14.0254164445442,14.5675461606405,14.179287104646,12.9500819678853,13.8085117539546,13.862143332012,13.2782461656112,13.4998583412339,13.6033365715422,13.6018404148666,12.8563088010037,12.5344974337382,13.1373434146527,13.6944775989523,11.896521622225,13.8383471305038,13.3454884127511,13.9872462447828
ENOSF1,7.90202868529965,7.60763496869899,8.60831520185642,6.51671500376602,8.4632584090665,6.13242738955582,9.02285588238099,8.30582033679623,8.00730361369592,8.70760495928355,8.15038583799467,7.88899703790766,7.7632629791766,7.75916288409,7.525703828836,6.87437424554778,7.68313764379065,7.39075034697945,7.59995234291129,7.7102677225335,7.5536155794326,8.42236903860566,8.95953544226751,8.1989925272419,8.5742995985409,8.38422012545201,8.97401062989121,7.52481083446323,7.96488365077785,7.61713630353394,6.80185780031217
PIGQ,4.98185265328974,7.71630503984442,8.43629511983936,6.91647664443772,9.00730764684644,5.77610398807316,8.55803798477699,7.72996056101802,7.33360262826828,7.58721495245253,7.49265437101891,7.75288236627309,6.32553033156756,7.34872815423108,6.96809075204526,7.46842040186455,7.18685706717715,7.46025109894385,6.88874324889826,7.24982454861618,7.57061472176119,7.71287086768991,7.29370154208074,6.99435343685886,7.12205144771389,7.456149034648,6.83289001416474,8.03672310600552,7.22593041117105,7.70251902915328,6.66533591718518
LOC101930531,9.00309621530405,8.51056638944875,8.7431513941125,8.29829173062012,8.81217730551445,8.48300957716455,8.67807190511264,8.5725107596749,8.04439411935845,8.10118781525974,8.51569983828404,8.42332604706989,9.34872815423108,8.68509917200661,8.46597446450407,8.44997398581035,8.34607044078517,8.14006285569821,8.09434164963584,9.18784690943957,8.56643464628328,9.33873638257392,8.69348695749933,8.76553474636298,9.15228484230658,9.22134544356244,8.83225711437793,8.79766152585376,8.8703647195834,8.49705344454508,8.63117705570398
RAD51AP1,7.76487159073609,5.50462039240355,7.02569327368077,5.41278152533848,7.51412226017071,6.30012372456901,6.59395128394841,6.21140163741847,6.68509917200661,6.19377174339668,5.55151601762801,5.64385618977472,5.59991284218713,5.88508622529017,6.04875931191986,5.24792751344359,5.97956810009519,5.73063995591679,6.27612440527424,5.90448409790142,4.85798099512757,7,5.41278152533848,6.37503943134692,7.19475685442225,5.55458885167764,6.51412226017071,6.0639343057541,5.95419631038687,6.67525138605026,6.39059890555246
TFDP1,7.94916606612971,7.58775333416847,7.94982243334556,8.05919610695505,8.16268083874768,8.52003669094919,7.17871070970625,7.84364464268864,6.82195908962273,7.75920855631803,7.64709856238138,7.6471901159052,7.80922573183401,8.04621464675016,7.06816235235427,7.86801251754706,7.92689331907446,7.9136693671184,8.03604536159387,8.46157418391711,8.16994587346443,7.97196215088603,7.69713822529786,8.10546767858434,7.65684648391991,7.88762470377952,7.69670863654386,8.01831219216217,8.4137054684278,8.20321669927498,7.97949392989189
POMZP3,8.93484360673514,7.67820982201339,8.91647852904107,9.30618427725118,9.18917784900126,8.90689059560852,9.12544411161792,9.20617288636959,9.33180163555831,9.0890287043737,9.33039420511274,8.25159500490263,8.76726513084011,8.39722354494041,8.95748590425188,7.63798257369231,8.33117049205201,8.45619769152244,7.33088320461157,7.85540752081965,6.72330904955625,8.48638777341119,8.71623155751529,8.6693868165737,8.18708503803425,7.76256462560199,8.1601168120846,8.78725969757496,8.86526286424285,7.70529606465234,8.59146168760175
GSTM4,6.68990915557064,6.70069443902126,7.31786189386329,8.16523061926417,6.95939435798901,8.16597953708668,7.58369339127758,7.85196476048193,8.25384313029949,7.18451134458834,8.42153494539595,8.25520747349009,7.67737676036383,7.89905614881231,5.38081716730203,8.4309924587083,8.40774599961492,8.01278283967497,8.47708429348051,8.40144091963255,7.91642968223953,8.82734444342493,8.14147578709373,8.33940355778048,7.14528016604944,7.83004405993515,8.33206167646252,8.08777916092928,7.72136485931139,7.48941107999263,8.10822496948797
STAB1,9.57301005405131,9.13991767495443,9.96612669918202,9.5863755744563,9.14507381054547,8.24572223135989,10.7770491623558,9.34114901513428,10.2707274214566,10.1901416924741,10.5320731040953,8.91638429284125,8.85420682766067,9.6149503290889,8.38558609719741,8.47655712350025,10.7212420747525,9.9211997576579,8.74691494491294,9.04674973854922,9.6103420107461,8.93443372873859,9.41572676870018,10.0303278876784,10.2063367338706,9.60631824737521,8.63571815452784,9.60696505392753,10.35305183919,9.56070895931518,9.78321399696864
AKR1C1,9.35708645503458,7.53759930100823,8.32520661161279,9.866866856534,8.43555209466025,8.97664301634508,7.84646067986569,7.88891404297032,8.69613803868797,8.29153326843432,8.22156035909224,7.55497106356552,7.98136620914153,7.41317219018314,7.81382737803846,7.52754983493265,8.6513035064791,7.63741140899179,7.45161571390305,8.07898057549981,7.5941724702136,8.13547976102945,7.72232532977559,8.24084922859215,8.26163247612539,7.55207646622173,8.08478099453554,8.16758963063185,7.92823526868454,8.09851118785925,7.51929287389299
MFNG,7.04964620714635,7.66991176581614,7.5209385939347,6.37263788749902,7.92886412894762,7.51890701676786,6.92906499219594,7.16893280603352,7.04804232388824,7.42186011301532,7.24179086081829,6.9796846902183,6.83371813193164,7.41859917413848,6.16234174747943,6.29983503437717,7.5928214523357,7.2068789857137,7.06764743582025,7.04198631443266,7.2535915754505,7.16955968836781,7.43716390110469,7.74073213375347,6.96324369061666,7.23726046447419,7.38229488463323,7.12472748224148,6.63689286415722,7.43807421820529,7.57469598197595
CDO1,9.24460168773681,9.70390357344466,8.28725064325462,10.0875954358041,8.56147889150101,10.4527560290325,9.35557133839774,9.74214098549815,9.30583375751525,9.23385930719641,9.51392494155713,9.73707830031375,10.6153537606806,10.3467353282879,10.0575856538798,10.4533735329829,9.89572673847666,10.7122690462047,10.8979210669717,10.3366181328385,10.0583976773764,10.6419614088114,10.2131042196419,9.77593943774041,9.55708071910529,9.88478105447129,9.97154355395077,8.58496250072116,10.0216740428584,9.60825482197791,10.5092801680879
SIK3,9.96014029442275,10.1302196494237,9.95248858190499,9.3046241914998,9.52773299964128,9.48133021275537,9.84854020678884,9.86175759027239,9.52109896200672,10.0555997451224,9.73055435213064,9.78921028077399,9.64377340325035,9.6755815761035,10.0841557003774,9.41379480263423,9.71397640319778,9.80256128653999,9.43697325445037,9.91695465485103,9.66398715501471,9.88876365440431,10.0370167021255,9.72388078512396,9.75735227718811,9.78818028863081,9.99458874124632,9.75357384313271,9.4391861751812,9.93584127492981,9.63438619293805
TCIRG1,7.96693797927846,5.77082904603249,8.90327934205614,7.16791986555194,7.04548665635946,5.90929308582382,9.03699777426735,5.99322146736894,8.66604642940879,8.78855521492886,9.13519623665344,5.10852445677817,4.92599941855622,4.79701297783614,7.12515513132229,4.77610398807316,8.32957212576538,7.51963625284321,5.04439411935845,5.23266075679027,7.53993424517179,6.63662462054365,7.30469355747101,6.4870360800319,6.63662462054365,8.07360604057494,5.05311133645956,7.66817586897014,7.17092652528738,6.01346225980656,7.45779126025604
CDKN2C,7.39414021087385,7.5629601633253,7.73010314782225,7.98579288182941,8.26752284200428,6.73550860787129,8.17756893852441,6.55904470538169,8.46162938316542,7.53834768372723,7.71736932684468,6.81456046665766,5.79102864041672,6.31408605196089,7.05505077108385,6.64150365023201,8.19991582404046,6.65869358708439,6.31990548885839,6.92849576182491,8.42136465524283,6.60086976172046,7.30680122029462,7.39283504104401,7.32332716582845,7.45383639129958,6.15918808072878,8.36850798040703,6.54805283413467,7.86377385864331,6.93041643035602
ENPP4,9.61456186406725,9.35253118891686,7.95181561267777,8.87905785310053,8.44267111644243,8.50458911301115,8.46128383947467,8.80400898659712,8.82847998228006,8.88642750966658,9.06412285352821,8.79296535433577,9.38807307553762,9.35848058147056,8.81638260761112,9.45730177900477,9.1823883699484,9.1492605180584,9.06610596251662,9.52431607257458,8.88337689727806,8.91783197761428,10.0761137601134,9.07378730794194,9.75844458972456,9.02743917910305,9.43706206037369,9.77299257160303,8.81245026241027,8.71952117191654,8.59046107877456
NDC80,4,2.60880924267552,2.78659636189081,2.23266075679027,3.63226821549951,2.67807190511264,4.28540221886225,3.27798474729977,4.72246602447109,2.53605290024021,3.36457243229586,4.7279204545632,2.26303440583379,2.67807190511264,3.20163386116965,1.88752527074159,3,2.65535182861255,1.76553474636298,2.82781902461732,4.16992500144231,2.23266075679027,2.26303440583379,3.52356195605701,3.27798474729977,2.4594316186373,2.16992500144231,2.67807190511264,2.03562390973072,2.58496250072116,2.88752527074159
EMILIN1,8.04330075436418,6.41953889151378,5.14159627838382,3.98185265328974,5.74685018309805,7.04330075436418,6.61028665708102,3.65535182861255,3.21723071622067,5.75488750216347,4.49185309632967,3.21723071622067,4.22496636500027,3.29278174922785,5.5453506448223,2.37851162325373,4.4262647547021,3.77610398807316,3.05311133645956,3.57288966842058,4.47248777146274,4.39917109381982,4.06177619758669,3.12101540096137,4.08746284125034,3.67807190511264,2.96347412397489,4.14567745519564,4.02680005934372,4.34340782229781,3.95419631038688
SIPA1,8.44086916761087,7.35579154675365,5.42290574261218,7.34784279363816,5.48542682717024,7.4487357980294,6.70735913208088,7.29829173062012,8.18586654531133,8.27006167272776,6.08321336824898,7.43546191447928,5.98413359454098,5.79701297783614,7.90086680798075,6.47735352663456,8.14210705730255,6.35579154675365,6.95652136333312,5.60880924267552,7.37068740680722,7.36632221424582,7.09908476089186,7.26959425168337,7.63226821549951,7.5077946401987,4.56071495447448,7.33806779754262,7.18586654531133,7.20750245925879,7.33360262826828
WASF1,11.3539187034762,12.0026040798598,11.3567270574646,12.2529314787248,10.1362221531702,12.301810535645,11.3238429029676,12.0810506312428,11.2769386001027,10.8218536866771,10.7428988582935,12.35766196194,12.7018262584121,13.1555456007295,13.0550281787743,12.3486175138659,12.47679682393,12.2432334993675,12.6051322293842,12.5169311219987,12.4699215793483,11.4200128299908,11.524002929939,11.7582648623658,11.4774547222325,12.1234101309481,12.2516895094811,11.0045013922349,12.0117513953167,12.6601965004747,11.9339487828118
SBNO2,5.5767475160475,6.83340935723626,6.85957460378117,6.06875176187497,5.97607940537353,5.92518719571992,7.45421507568703,5.90309757374966,6.2593818937771,5.99153242616638,7.7502300299838,5.78021896368716,5.30270271841256,5.08227121838352,4.86980593182139,3.7492451164543,6.54674014444787,5.32552584558946,6.02769714713347,6.06930869556443,5.12396375672179,3.85560977844717,5.09361416880824,5.620720497394,4.72001930024737,5.76552012114334,5.82773405629442,6.05528080432173,6.29576000454249,6.18368826321033,5.79122860662826
BTD,6.44627401334968,7.2745972360761,6.36388492776641,6.94534434611564,5.49776502350119,6.6765513263455,6.05306695124137,7.04923201223419,7.02899011161651,7.03270712997942,6.45656557071932,6.88357885467109,5.78271168288148,6.6195292923112,7.10928115646141,6.81606513679828,7.31798995816885,6.93552307764067,6.0990498610201,7.51412383455433,7.30897410003794,7.71599984718831,6.74339212011816,6.59140591967083,7.33146194692603,7.53438636350891,6.94626477712685,7.39475645297671,6.83358373940747,7.01971064062486,6.99180759279971
MGST2,8.68123841177781,8.67525138605026,8.27565894469885,8.71630503984442,8.16942397867607,8.58195375084882,8.25361115194717,7.46107011403305,8.69418374333315,8.18437948621294,8.91617804254471,7.70321146739115,8.3019533951261,8.30012372456901,7.46515822966425,7.51727569320958,8.52864945231825,8.62935662007961,8.37547391261535,8.33315535031062,7.79311555527435,8.47856740557945,8.31876874268273,8.51884982870769,8.68439798363757,8.5073982409543,8.27751988664136,8.15987133677839,8.36675932833517,8.57856138994729,8.29874994724805
IMPDH1,9.70494111037603,9.82972273508606,10.5962829504884,9.13596574242734,9.83747025296567,10.1720524091831,10.0415222670562,9.74936665860246,9.61065577440193,9.84392105128904,10.005905201863,9.63571812033105,9.43066162275363,9.43233310162664,9.66177809777199,9.23457795978457,9.82718389581953,9.69575028210902,9.40429006444484,9.65445702300123,9.84580364621588,9.3566720442121,9.39360496863922,10.0123451904198,9.99067128397527,9.4197495500585,9.01513624379738,9.81185631429254,9.72468437437077,9.85782552392306,9.79733728828842
CKS2,7.74685018309805,7.18090370917938,7.13750352374993,9.57156305219755,5.14974711950468,8.06339508128851,7.49505552836802,7.1168637576909,7.6906964439777,7.48139582415413,6.91767043436176,7.5453506448223,6.6906964439777,7.4757334309664,6.14567745519564,7.84297883178833,8.23792694662626,8.76387628539072,7.77939105953591,7.27426166125705,7.70942850136835,7.39059890555246,6.35402893805439,7.64024493622235,7.78790255939143,7.12825215227739,6.82017896241519,7.80348537559595,8.11270013274936,7.65320336203398,8.36325870170799
RPS6KB1,7.04649498734776,7.23067992861771,6.43025252840394,7.23690613690072,5.20907388656455,7.08807722253737,6.09847008527139,5.92437405730598,6.35486501827181,6.1164008190495,5.84691769624126,5.70782335602233,4.58596367717673,4.90222686782764,5.92712252711006,6.9809509111705,5.59043631885381,7.68884928886493,5.23996084889323,7.04902591386965,5.42831780727396,6.9473586810908,5.38870985775791,6.30259621603903,6.86631267570314,5.40386260459923,6.72642948235691,6.67615415934899,5.87087041825579,5.57467033464311,7.72689252774808
CPOX,10.72366094441,10.5225815312548,8.74953426766926,8.68264352028029,9.43650334601291,9.21723071622067,10.2701785043301,9.45676508833648,10.7023458676526,10.1003995290872,9.82845387393048,9.80009098762499,9.85658115076482,8.87159726561385,9.72297825420872,9.62607403609031,10.318429829943,9.72843075170024,8.5453506448223,9.55478068666773,9.35491051158679,9.82049810743162,10.2951949558807,10.6807111430721,10.3375104065683,9.55535603863583,9.9086928382425,9.99265514938683,9.09513325187293,10.0588035177956,9.31605520889049
MYL6B,10.8041310211833,10.0345238753344,10.7594721212028,10.3492812288175,10.2505352941963,10.6750749203854,10.830832073888,11.0760807041016,10.8074354273471,10.4751254257424,10.2782171214713,10.7039900633605,10.9509932319796,11.0459643812526,11.0904432750816,10.5915223465707,10.5299185281203,10.7407926722777,11.0667619323869,10.5802585674998,10.821136185744,10.8488576331134,10.3794866734443,10.2855178147952,10.7121830512092,10.4900485994829,10.6209529022717,10.1953722074027,10.6703021700785,10.3922100754041,10.4430471340113
ALOX5AP,10.0959244199985,8.60584986719498,8.57061472176119,9.37068740680722,6.14974711950468,10.1478408936723,8.41658643754191,8.7983097824546,8.17142702660754,8.71493235178568,8.87682387030637,7.8648051942415,8.83605035505807,9.33472021685999,7.64169052255661,9.23840473932508,9.98598420760558,9.73758536904636,9.5077946401987,9.85969007350846,9.29966594413018,9.07440909934374,9.61139372584558,9.88187870760045,8.84737060090548,9.16037568743582,9.60418254689794,9.76868057945391,10.4870360800319,9.47269083924278,9.36347773989878
ZNF593,7.67736729213605,8.50303064564116,7.95011842950258,7.49585502688717,8.54070926267143,7.67030217007853,7.64169052255661,8.68369645430652,8.64745842645492,8.2592724870376,8.07146236255662,7.11165734626313,8.4549161375148,7.8972404255748,8.70147974825286,7.39489136644259,8.43003431857349,7.54225804976692,8.51609396341718,7.79311555527435,8.02070220379104,7.88996019965864,8.22544846861074,7.89178370321831,6.44128427192704,8.55382125653269,8.37590826307501,7.4093909361377,8.15734693536284,7.68860001099912,8.18784690943957
KLHL20,7.36221756818213,7.0217526399976,7.84419571418199,6.69185838739486,7.18054210683779,7.47007752948678,7.05304687415746,6.46313202107053,6.77972087707199,8.01708457996403,7.87822883181961,7.07539470334494,7.0101807029588,7.50485065651689,6.19076210647532,7.30367507884625,7.11213146280515,6.7080550832358,7.25527444478671,7.05740924535383,7.7805109301896,7.57176321397569,7.27372565471856,7.47858512940034,7.87148661164716,6.98340322744444,7.42088991075223,7.15186659755356,6.60148397692499,7.34482057159579,7.84098005178242
RBM14,9.62040312962321,9.46332001105809,9.51569983828404,10.7694246415528,9.39339045744399,8.74382460692961,9.59357786734457,9.77824143624254,10.1927859592511,9.74449750574819,9.79506558265962,9.80719389800019,8.49825086752783,9.23050085363911,8.79960542245267,9.23553560671046,10.2288186904959,9.96722625883599,8.96981818594658,8.77049872089289,9.76553474636298,9.61783475018439,9.79311555527435,9.96679381789529,10.3865092040779,9.66444728454797,8.75321674917896,9.62333283245184,9.55708071910529,9.63408498320074,9.42500604148493
MB,8.65176927141799,7.75822321472672,7.50382573799575,7.34251918966061,8.10956950937069,8.06069593168755,7.67877617412388,7.73335434061383,7.73403213956493,7.77939105953591,8.69034724996876,8.04494049127973,7.55918586578773,7.4068427546553,6.75888943272096,6.71973105674985,7.45121111183233,7.82527683005487,7.49345520092618,7.4757334309664,6.92955431573285,7.99887245399427,7.2460279805281,8.41405094472604,8.2635039567056,7.62278396615612,7.65176927141799,7.78724960846791,7.91408609701272,7.81634370528486,7.68299458368168
ZBTB43,7.45275047997665,7.9137039651401,7.75481877891983,7.64340976306088,7.64790007126997,7.30556231654362,8.12209096039667,8.04458154797616,8.25099049154207,8.08940685241569,8.21913546268823,7.77929825739848,6.81676220108394,7.5605713912459,8.0044967796763,7.85584195273314,8.3254347155053,7.03694249951715,7.57908916052064,8.01162427709692,7.28114306163041,7.58940307075019,7.8055511831989,7.80182234608201,7.68351512088388,7.24771372066998,7.45752657316808,7.61122118390049,7.61735847493792,7.40860253546911,7.39774289224802
GRK3,7.97064074665187,7.22231172958334,8.52167323510055,6.57481005805588,7.98414867162657,8.22331276470222,7.71621548990439,7.20896086072922,7.62488598457458,7.93985575449795,7.63359231606233,7.21354902391913,6.96993650615397,7.23903435040641,7.8443661099672,7.06435726087459,7.53888853664414,7.34730681147681,7.39085709794174,7.31139198307806,7.41425396120596,6.43819803871135,7.08849404885009,7.51398063559153,7.80723458200692,7.08402420157562,7.08418876629914,7.10584986719498,7.70818831809459,6.81645501146422,7.42608673662841
PPID,9.0151865768667,8.73745430178633,8.44383283806155,9.6626690233912,8.07006398971548,8.43677252190283,8.72940466751107,7.98744253701294,8.841842573787,8.16992500144231,8.88134997757235,8.71383156462136,9.76627027132081,9.26956008997937,9.0181347066701,9.52626835772255,8.76006469618778,9.05298872120748,9.06325048226603,9.08859529738474,8.53478949664027,8.65702827302184,8.98361211603572,9.27471275672421,8.87763858747981,8.51883932010134,8.6878097936474,8.70157759691565,9.15443428737513,8.68334082390635,9.22277673793161
GMPR,9.51629098561495,8.2465030982801,6.77478705960117,9.89375656793763,8.49305484153943,9.1550711912457,10.131085259579,8.6585685412961,9.44315076472932,10.0288729966814,8.82908844400488,8.75221336786514,7.66106547980695,8.32147718222831,7.89056829030659,8.02236781302845,8.69661984698429,7.81442224656679,7.88630626345243,9.34296357439873,8.92481250360578,9.57118379482394,8.64781815592715,8.72075727733199,7.81698362325538,8.65356166205839,9.05988520110095,8.43170652396602,8.01959072835788,8.8635668293235,7.91348784071516
RARG,7.00600842917449,6.14664068254196,6.19073538974294,5.636186056763,6.51725540254883,6.5893033181629,6.19274945756037,5.16468778230862,5.54801938431445,6.2071026174873,6.48179469309635,6.31631179179277,5.57598710385302,5.29736817493981,6.10790967278099,5.70189435661939,6.21118267647852,5.76155668223967,5.7807736997498,5.91560297975418,5.72604316604571,4.9567521133279,5.34112778923782,6.5231933794038,5.4161181138354,6.10160644515493,5.16583305472023,5.47052484715328,5.82301164283293,5.45322501187429,6.08505648370915
USPL1,9.11322124347957,9.06069593168755,9.4908508767403,10.1562095120314,9.94880523038607,8.84235034341381,9.15101653889225,9.35071823123726,8.33226037817218,8.63299519714296,9.46004627250197,9.04028972102572,8.58908931290962,8.49944729748518,8.56414948998573,9.05799172275918,9.1269625347419,9.65910396347366,8.93191939010004,9.32102612859297,8.92955431573285,8.876516946565,9.38219169362566,9.22110372536788,8.78365308639007,9.0008450815672,9.18586654531133,9.47471994652648,9.28216176658182,9.21989452653681,9.07681559705083
IFNAR1,3.81762325751143,7.20652601587743,4.76022094646651,6.26303440583379,7.7176764230664,6.08746284125034,7.91826695909256,7.09592441999854,4.39917109381982,7.91528186586766,7.05853297020161,7.17492568250068,6.84297883178833,7.09697863637054,6.65821148275179,6.79181407116183,6.90327934205614,6.54843662469604,6.45450493755737,7.25361115194717,7.02569327368077,6.95070169008901,6.75221336786514,8.04821438460804,7.25361115194717,6.60288440871842,6.81634370528486,6.80992886572143,7.03672310600552,5.18586654531133,7.86542397831313
CD37,7.54689445988764,5.93073733756289,7.81378119121704,8.24697805961472,8.25691629667084,6.95070169008901,7.05093696522523,7.18982455888002,6.34872815423108,7.67736729213605,7.86232740051799,6.9692426044345,6.40258575823259,6.98868468677217,5.03121873061072,6.80606622608903,7.71011763204345,6.44956137461324,7.38715571766298,7.52825874275841,7.84549005094437,7.95652136333312,8.33136485049545,7.65248649491816,7.20554891117303,7.98697970917658,8.15532422905059,8.39703281709685,7.52199295640167,7.64169052255661,7.02680005934372
CHKB,9.71097858274089,10.4791739622589,10.1074786466266,9.11243950678155,10.0565022444299,9.01792190799726,9.98569965236977,9.72468437437077,10.1447856837613,10.2075024592588,9.53216108498321,10.0701209444768,9.62461270900574,9.76868057945391,9.64853734589263,9.51234542034734,10.6348110501717,9.30103884990315,9.80348537559595,9.57591736111815,9.29897900099797,9.37286506011259,9.52002930421219,9.89557528238069,9.26608375832773,9.61434176271485,8.8592241619782,9.56472111848461,9.74146698640115,9.81041096933189,9.64673869830785
BACH1,8.42668408184962,8.14618679149074,8.70804925170222,8.762880292917,7.50462039240355,8.02292258905563,7.48058827023386,7.45285896471381,8.10852445677817,7.98413359454098,8.17841587438304,7.84737060090548,7.66249036391378,7.18784690943957,7.79895774790043,7.77939105953591,8.09275714091985,7.8008998999203,7.69418374333315,9.04384754043891,8.60547951806167,8.42836017270429,7.79376585730965,7.45697038112101,8.7983097824546,8.16188768237689,8.35974956032233,8.30879406721648,8.50462039240355,8.60659028037053,7.58270652678079
PKNOX1,5.58690343604063,5.47989395951532,6.01722689727412,6.46021213978045,6.7464037748484,6.23571097981801,6.25748891116103,5.93283978834434,6.2042875135715,6.47709680430178,7.00094745194353,6.30312565383032,5.60196414676617,5.57835816378251,6.59008459258659,5.90849391018195,6.4631825782589,6.24965795221532,5.62025643143451,6.23057566802594,6.69009764938029,6.09203680644939,6.15681436668068,6.42213651536722,7.11304967142507,6.02302310139547,6.42899675963926,6.61225700242613,6.24963101148986,5.88452615462778,6.0266105538167
