,GSM21203,GSM21204,GSM21205,GSM21206,GSM21207,GSM21208,GSM21209,GSM21210,GSM21211,GSM21212,GSM21213,GSM21214,GSM21215,GSM21216,GSM21217,GSM21218,GSM21219,GSM21220,GSM21221,GSM21222,GSM21223,GSM21224,GSM21225,GSM21226,GSM21227,GSM21228,GSM21229,GSM21230,GSM21231,GSM21232,GSM21233
CRISP2,4.03562390973072,3.32192809488736,4.09592441999854,4.00898878322726,4.45285896471381,6.89965902637744,6.03562390973072,4.05311133645956,6.44790974874208,3.52356195605701,3.74416109557041,3.63226821549951,2.76553474636298,3.59693514238723,2.76553474636298,4.54225804976692,3.75488750216347,3,2.86789646399265,1.58496250072116,5.08321336824898,1.88752527074159,3.75488750216347,6.08108392868763,2.23266075679027,1.8073549220576,3.63226821549951,4.85299758761332,3.93545974780529,5.48864353985378,3.23266075679027
KCNF1,7.6387978999517,8.00674683244059,8.20847824221171,7.76752238622854,6.88386515450979,8.09064175191785,8.20994068029019,8.45820152473794,8.37025148142518,6.44956137461324,7.86418614465428,8.95768248616512,8.85704791648716,8.85673675611911,8.58646452588639,8.72758015616773,7.61249994573944,8.30697305714083,8.60510907383293,7.58646452588639,7.36018867006271,6.34872815423108,7.46188866443282,7.2807707701306,7.32012359804061,8.00842862207058,4.98641093525204,8.26303440583379,7.80992886572143,7.47248777146274,8.46229776553889
GPR35,8.61249994573944,8.72109918870719,8.99661471481536,7.70043971814109,9.35204342579543,8.52943055414615,8.54650866097081,8.41193462479118,8.63915979510997,8.55995061271308,8.32597997939444,8.30742852519225,8.05365441760314,7.32102612859297,8.56147889150101,7.50143914515887,8.07681559705083,7.98356369722332,7.34518344718767,7.43379405875492,7.55074678538324,7.65892551149237,7.88813438835287,8.0574502721839,7.53216108498321,7.99095486039699,7.92777796208234,5.41616416473313,8.03121873061072,7.78855521492886,8.86325707193297
POU5F1P3,4.94016675048282,6.03121873061072,7.53138146051631,3.81762325751143,4.95419631038687,3.95419631038688,4.31469652565629,4.47897180503294,4.49185309632967,3.99095486039699,5.61176256006487,4.49185309632967,5.2364926183813,4.15380533607904,6.10223819393074,3.93545974780529,3.64385618977472,4.04439411935845,3.26303440583379,4.64385618977472,4.04439411935845,3.12101540096137,4.97269265400426,5.09169983413681,3.35049724708413,4.51096191927738,4.02680005934372,5.06177619758669,4.25550073314839,4.64385618977472,4.28540221886225
TRIM33,8.95754801870453,9.19070980861608,8.4009814469691,8.01154502588426,8.45935130246352,8.82929259368513,9.16819913648052,9.11750040409091,8.54765228040275,8.79889743767992,8.16791863370822,8.76485442259114,8.49623704343599,8.82783484452732,9.21344423535847,8.65587578203969,8.98645464507877,8.49155308846954,8.670694328893,8.97847582635623,9.0704362717006,8.38252054917626,8.54656638487849,8.18129507420049,8.97350826997418,8.72909461386754,8.79974147119048,8.25307680238867,8.23767062906003,8.50869184880164,8.84727126332389
NIPAL3,5.19832379524429,4.23534977071184,5.94379309703843,6.26285827409798,6.83171845548233,5.98663343049665,6.59256470171314,6.97586455658461,6.71422196307681,6.06636552819444,6.62628541319744,5.67749931965954,4.3691474829969,5.03744536006317,5.36667717030691,5.4949101100588,6.07450517207331,5.8686321231049,6.10102210811008,4.70307060749344,6.69562448029145,5.63194267714629,6.99595354599816,6.07304565231576,5.96452376889888,5.18855102649953,6.38148062148733,7.57296706770701,6.35369574440687,4.97187277445294,6.07224308985896
RGS6,5.018142256016,4.50304455466678,6.05325441430581,3.98957479488736,5.727147726007,5.19823259938986,4.98756562069753,4.44094279040899,4.33286347658178,4.99541199739433,5.00304771313952,4.45031881395477,4.22018197921586,4.28963014823631,4.3206699231796,4.28381055347992,4.38410107483589,4.05926441492522,4.40916670869674,4.69352146700348,4.19608681434739,4.05758000568312,3.89598083378571,4.35512165653203,5.09629955088094,4.18413185488417,3.41040385957186,4.88583861916713,4.16762186968931,5.06798368825963,4.45977329274963
NEUROD2,10.0813502805837,9.77214959078454,10.2640906804686,9.3169602873649,10.1042055950823,10.4337940587549,9.47553079102774,9.47532812262242,9.38370429247405,9.45018024716475,9.24483950114555,9.64529816394863,9.21771541135067,8.88691589584725,9.83099048124926,9.21504757072328,9.49705344454508,8.65105169117893,9.3780780559955,9.00618579994629,9.97441458980553,8.89663514130291,9.32463061526719,9.54109661534952,9.52297378113242,9.56567332962135,9.78610623277419,9.24531501039208,9.67189484185855,9.91558065328529,9.63771166947682
MAGEA8,6.67101024127845,6.59245703726808,6.20945336562895,4.97269265400426,8.39788850813076,6.53449743373817,5.55151601762801,6.34163000932991,6.61470984411521,4.39231742277876,6.78135971352466,6.83541884047548,4.99548451887751,6.4870360800319,6.44128427192704,6.04875931191986,6.9692426044345,6.56529252058102,6.30924896081662,5.76022094646651,3.84799690655495,5.59991284218713,6.4178525148859,6.94836723158468,6.8008998999203,6.1333991254172,5.45285896471381,6.24412594328373,4.35755200461808,5.8801957289431,6.85174904141606
ZFAND5,9.31714007416068,8.14816673380626,7.91815304670532,9.69572223668331,8.49391744588857,8.88301949994606,8.08727840204101,8.91320605704904,9.1248320278684,8.98209021179376,9.51941349811076,8.58504506456767,9.34565599500208,9.2431435330313,8.37086009595824,9.89737776866644,8.29036982453739,9.54162393066961,8.74814773822039,9.18375157401029,9.58501061962417,9.39029166721973,8.62340187946569,9.0565293348347,9.37448755936108,9.28716661496569,9.35328377730126,7.91561716770144,9.205939125363,8.84611249028064,9.38346587406527
NOL12,8.07268005004743,7.9126866924959,7.86895989522174,6.31873107594382,8.09855458213388,7.82349171789934,8.32893247941151,7.26618710734948,7.88271337240397,7.89622076140484,8.15991132546218,7.16002204044039,6.85235406524463,7.18420961276455,6.3777557876182,7.47672264468256,8.06397852375798,7.95449462851987,7.01411865694241,7.70217458812367,6.25574505863962,7.64542972058105,7.61495406719171,8.05259417795124,7.66688268567868,7.40700033254197,6.91922111358024,8.19687796094265,7.91688750104661,6.88977064679038,7.70410925517393
AP4S1,6.45460934306854,6.03786982697104,5.53595250979301,6.04099362627354,5.3490202813209,6.01697614442779,5.11763012011711,5.88303690440631,5.55027943680107,5.90654794035525,5.3907426976355,6.06518661902093,6.80990594495316,6.32525997158296,5.92845156148382,6.27440613157597,5.62955730378113,6.13130512926252,6.30487658195657,6.41964393791958,6.67604258565515,5.92902441184171,5.57080690246191,6.09889867009507,6.44257626064574,6.19880518789003,6.07183361504148,6.6626744942103,5.82702076326023,6.32570987831294,6.33971764376584
GPR18,6.96000193206808,3.05311133645956,4.97269265400426,2.16992500144231,5.01346225980656,7.58721495245253,3.8073549220576,4.13750352374993,5.89965902637744,7.36282052553426,4.68929916053589,3.44625622988956,3.53605290024021,3.24792751344359,4.68369645430652,2.90689059560852,5.79701297783614,4.95884267524324,5.47248777146274,3.65535182861255,4.94016675048282,5.42290574261218,3.29278174922785,7.02236781302845,5.63226821549951,3.54843662469604,3.24792751344359,5.08321336824898,6.29094040240368,3.71149490665009,4.17791779219584
MPZ,6.04439411935845,7.56376827845203,8.93457547254568,6.57288966842058,8.66782118057477,8.55842071326866,8.26115467261557,7.25266543245025,8.21529030565123,8.38067750722289,8.73199778664374,7.43045255166553,6.61911951145322,6.59245703726808,6.8814199080924,6.43796008833447,7.36106648879432,7.48220292629596,6.81249822533356,7.5352753766208,7.5894638929561,7.29462074889163,7.36894291440495,8.25738784269265,7.19574129324645,7.29278174922785,7.05853297020161,7.77807712953536,6.1333991254172,7.71149490665009,7.95942242009367
TAB2,9.41774618346895,9.26746488021298,8.82770002423307,10.2092571194603,9.07640545526333,9.66762898303292,9.30475596229084,9.05806286652333,9.22879608791946,9.65245721512476,9.53653531444004,9.018715778883,9.09026620493163,9.02676954149694,8.80715161188123,9.32606697564115,9.35266273578052,9.68364700768173,9.51343533188722,9.93133478010685,9.73622924939448,9.84538692087645,9.28449865346452,9.6457191978865,9.58151317072759,9.47192541748247,9.10259636658982,9.7763107043036,9.87968843256361,9.63488983170764,9.2534305737708
KLRG1,8.2278565730605,7.88874324889826,8.30103884990315,7.91468410532839,8.8814199080924,8.19475685442225,8.29737486052832,8.07199858075306,8.08108392868763,7.75221336786514,8.65320336203398,7.81890167588564,7.93781516880342,7.52199295640167,7.76619759730084,8.01569380710515,7.77741971551583,7.99491908871511,7.73741636593706,8.63226821549951,8.07146236255662,8.15987133677839,7.90086680798075,8.65570959551851,8.59730769114099,7.92481250360578,8.29416121869475,8.58496250072116,8.11582397743624,8.60622012128167,8.40556697413807
PCDH11Y,7.42199822386698,7.11699674062214,5.61080438002401,6.03693251154325,7.20740329959489,7.84500254524676,6.11273085712121,6.58633675846028,6.58210688006165,7.30771359036568,7.10847222684791,7.45612846354421,7.48242657780979,6.09114747047861,6.36158982263018,7.18126322001989,6.78194657589106,6.78776068365528,6.42151227194641,7.71092381647535,6.61926317189265,7.22741646451623,6.81066232621552,7.0548833223128,6.77987754534742,7.31893040900873,5.99543908867029,6.88049843022248,7.44149405948464,7.62748104067891,7.00783937769603
MAGEA10,4.48542682717024,4.69488019279919,5.78135971352466,3.59693514238723,4.95419631038687,5.14159627838382,4.98185265328974,4.09592441999854,4.37851162325373,4.32192809488736,4.6724253419715,4.59693514238723,4.09592441999854,4.21723071622067,4.37851162325373,3.82781902461732,4.81762325751143,4.24792751344359,3.95419631038688,4.5668151540109,4.55458885167764,4.48542682717024,4.16188768237689,3.63226821549951,4.94016675048282,4.84799690655495,4.16188768237689,5.17791779219584,4.66106547980695,4.21723071622067,4.94016675048282
PEX2,8.34739990950854,8.57061472176119,8.57969306345875,9.34784279363816,8.11009175192513,8.7323370447384,8.56985560833095,8.69453201009184,8.66853047018635,8.46188866443282,9.14516793901839,8.2950801327646,8.58421090130802,8.50977500432694,8.16037568743582,8.89451464427313,8.95011842950258,8.94982671075911,9.12049709844425,9.44356521317828,8.96809075204526,9.53294028837287,9.44935502475364,9.41953889151378,8.84987419379562,9.24674059849314,9.47796059377623,9.10512279826352,9.51135734069712,9.29485045911278,9.11296071164303
REM1,7.60436789989375,4.81762325751143,6.77346892790519,6.57591736111815,7.34340782229781,6.40087943628218,7.02680005934372,6.4446008137115,7.03342300153745,7.50382573799575,7.82972273508606,7.63226821549951,5.88996019965864,5.66391384211598,6.7839804136838,5.74953426766926,7.03562390973072,5.35402893805439,6.64817779572482,6.86418614465428,6.46107011403305,6.7839804136838,6.83541884047548,6.58195375084882,5.22110372536788,7.53760669149529,7.35931031689044,6.95884267524324,5.56071495447448,6.62058641045188,7.68580001974489
XDH,8.35358794919542,8.48058827023386,9.49185309632967,8.40429006444484,9.95434173602491,9.57345784501114,8.76851518019424,8.68088692071969,8.36806987653208,9.11556391523799,9.79262763631105,8.60214209069798,8.49225378930292,8.38973887867698,7.9442728176116,8.38284014447524,8.74752167254042,8.36632221424582,8.62643913669732,8.43003431857349,8.50819093055715,7.84799690655495,8.30149619498255,9.11009175192513,8.79311555527435,8.5168818908212,8.02347715183043,8.38586240064146,8.70321146739115,9.28632672709055,8.79246495997995
MAB21L2,6.9459905555692,6.63120013482144,6.77351352722069,6.61362445295688,7.32616313561179,6.53314131794743,6.55485004386677,6.09657785362267,6.4194916360014,7.02383462569566,6.53613330756603,5.44037336905526,6.37225926438996,5.29570039614459,4.9616414556242,6.38171408693321,6.17067601402493,6.23412618817673,5.6722089884736,5.8095115970173,6.42893802695114,6.71885653299114,5.25388245701655,5.74398531700429,5.90500461375589,6.09482272303296,5.3539297508565,7.20244304814091,6.0810776332041,6.75530482790287,6.31972462294453
PDE6B,7.4446008137115,5.00898878322726,5.65821148275179,3.91647664443772,9.49505552836802,6.61618123133188,8.01736520529273,6.52199295640167,5.71149490665009,8.02014657311178,6.95070169008901,4.877744249949,6.10223819393074,7.29553937040683,4.64385618977472,7.55612281784117,7.92481250360578,4.24792751344359,5.83289001416474,6.62351574149055,6.82273014794452,7.03342300153745,8.47735352663456,7.42122329922514,7.76686014382955,7.15380533607904,7.81313985089045,6.84423498775875,5.53605290024021,4.95419631038687,5.90207357931074
KLHL25,9.00506308001346,8.59879692486382,9.76420813013995,9.40045254027644,8.85704791648716,8.60102789702112,8.40130620600602,8.56376827845203,8.82908844400488,8.0703893278914,7.27891401949994,8.30423722501714,5.33985000288462,6.75355105460065,8.5853381536437,6.10223819393074,8.55995061271308,8.41447383643093,8.04384754043891,7.88080794836281,7.70390357344466,8.11997860965488,8.10904707770071,7.14465824283188,9.07146236255662,8.4245862262511,8.6582114827518,9.06824086131282,8.0948694327187,8.79960542245267,8.28447711781042
RECQL5,6.15539405929667,5.94139083611436,6.73897867109682,5.45135442076509,6.58451504274353,6.1274557981251,6.22774184505214,6.00069326051431,5.55557644861871,5.89225819284818,5.97586263469947,5.03626535479677,5.47814408403089,5.10881893520629,5.87008096849454,4.92309365367826,5.91602257972919,5.148407363546,5.58201357175533,5.25941647576495,5.44486101338874,5.13841230796186,6.40447567321023,5.66930944173078,6.1132987193124,5.0903965131253,6.09766249281767,6.25134341069388,5.62172903820318,6.19761736740897,6.0728157483157
IFT20,10.0050630800135,10.1593668097437,9.63026712502677,9.81858217748086,10.4527560290325,9.62333283245184,9.30332412685951,9.65963918701565,10.0290110866591,10.1497471195047,10.0907740546408,10.0448039176969,9.86851392389546,9.5696657675463,10.2082343583398,9.90252585844321,8.92599941855622,9.92599941855622,9.27309622372628,9.43358544115049,9.86046625851717,9.65320336203398,9.86619708536818,9.94456566142482,10.0586682503406,9.58251836961836,8.85798099512757,9.40173284952262,9.78610623277419,9.75254790584714,9.44252886873253
LILRA4,7.37677657188298,6.70873904135958,8.23792694662626,5.79960542245267,6.18586654531133,7.71836162613835,7.38629363515099,7.03562390973072,7.4749227003798,8.50581155391959,7.23266075679027,5.18982455888002,5.47897180503294,7.02014657311178,4.41953889151378,4.84297883178833,8.29140095948369,7.31922050252387,3.99095486039699,7.27426166125705,7.73876783680019,7.36544758855011,7.09169983413681,7.30103884990315,7.56376827845203,7.96405201104085,6.99661471481536,5.5909612413426,3.64385618977472,5.44625622988956,7.72655877910497
TNFSF13,9.50342824659197,8.7488637145357,10.103287808412,8.08799314636232,8.60843965255159,9.13750352374993,9.97168724152032,9.47532812262242,9.79992915072529,9.54785850605842,10.005764882353,9.30035256032822,8.58871463558226,8.97297978606629,9.4231159101471,8.57364718749332,9.88767757425621,9.29370154208073,8.80509894811724,8.72144101907033,9.13005568234283,9.12463831417871,8.73437091966298,9.02292258905563,8.55688918972687,9.35380846047454,8.5894638929561,8.41278152533848,9.36369674483899,9.28955784835356,7.81378119121704
FLT4,3.52356195605701,6.04220656012069,7.27519333390221,5.05311133645956,5.17791779219584,7.05636676102453,5.62058641045188,5.4262647547021,4.25550073314839,7.05961485629722,6.47248777146274,3.70043971814109,4.30012372456901,5.55458885167764,2.35049724708413,5.43295940727611,4.99548451887751,5.05311133645956,5.01346225980656,4.96809075204526,6.16791986555194,6.79051141189419,6.35755200461808,6.02236781302845,4.23266075679027,6.18784690943957,5.8801957289431,5.89481776330794,6.19574129324645,5.5077946401987,6.27052894238072
YWHAE,9.90431846897592,9.76248423377981,10.7387829923633,11.2993544619216,10.8760294477817,10.0352108989252,10.8757453162736,10.8948246977472,10.7770433594947,10.8599875086512,10.3670996780065,10.8795075657065,10.3298135837864,11.2468667673861,10.2771246655751,11.3212369560911,10.7402300704487,11.1463092098209,11.0044629358351,11.2127851288047,11.3398467270819,11.8239975074543,11.2138001415816,10.836023845743,11.616298381594,11.5583128598083,11.4537562414511,11.5360913807921,10.909730313947,11.5747706240376,11.3913596740482
RBP3,4.27798474729977,5.18189764310839,5.17791779219584,4.64961545906341,6.43962313755712,4.70043971814109,5.99095486039699,4.65535182861255,4.75488750216347,5.46270675067016,6.48864353985378,6.0703893278914,4.36457243229586,3.73335434061383,3.57288966842058,3.33628338786443,4.51096191927738,5.17392693199981,3.41953889151378,6.87528859822269,4.5668151540109,5.08321336824898,5.78135971352466,4.20945336562895,6.83541884047548,6.62643913669732,4.23266075679027,5.93310047493137,6.75622271284729,4.49825086752783,5.80992886572143
DDX52,8.85209744710778,8.61137485171127,8.08794617879253,8.18324945887446,8.84321788022736,8.16822817880504,7.84257995247412,7.74951187885089,8.03139392607033,8.32270129664049,8.40854989261438,8.27254922628038,8.09389184173999,7.59393880424747,8.4980416398663,7.97985380794774,8.30574431522759,7.59753374269087,7.71738640205696,8.05869711587272,7.8581272949409,8.05473262935522,8.11800790500671,8.49473992455044,8.30677948682236,7.95621766673097,8.05777385036038,8.29087155493716,8.08183584519815,8.25132669875953,8.291640453445
GZMH,5.76553474636298,4.8923910259134,6.27984269352035,3.12101540096137,6.36981542428391,5.33985000288462,6.55305325276641,4.32912359629157,6.77610398807316,5.72519581722666,5.97498811199193,4.6724253419715,3.98185265328974,4.64385618977472,4.78135971352466,4.49185309632967,4.83794324189103,4.52356195605701,4.64385618977472,5.35755200461808,4.53605290024021,5.80992886572143,4.5298209465287,5.07895134139482,5.39917109381982,4.44625622988956,3.78659636189081,6.36282052553426,3.64385618977472,5.48220292629596,6.6906964439777
TEKT2,6.3019533951261,6.25171909260596,6.44128427192704,6.44790974874208,8.25266543245025,5.3037807481771,6.76686014382955,6.68088692071969,4.47248777146274,5.09592441999854,7.45285896471381,7.20065343636747,6.49505552836802,6.71836162613835,6.75221336786514,6.20750245925879,7.02790599656988,6.67525138605026,6.88630626345243,4.57288966842058,6.36106648879432,4.09592441999854,4.69488019279919,4.68369645430652,6.78790255939143,6.37503943134692,5.82273014794452,6.76553474636298,6.10643207781693,5.56071495447448,4.99548451887751
C8G,4.41953889151378,2.90689059560852,3.72246602447109,2.40599235967584,4.37155886261196,3.53605290024021,2.74416109557041,2.8073549220576,4.36457243229586,4.24792751344359,3.6667565918848,3.13750352374994,2.67807190511264,2.56071495447448,3.27798474729977,1.88752527074159,2.82781902461732,2.23266075679027,2.51096191927738,2.23266075679027,2.51096191927738,2.88752527074159,2.60880924267552,3.13750352374994,3.58496250072116,2.4594316186373,2.78659636189081,2.48542682717024,2.76553474636298,2.43295940727611,2.26303440583379
CD1A,8.57364718749332,9.0547399669703,10.0784177016473,8.21723071622067,9.76404221730659,9.29140095948369,9.0547399669703,8.71458897559915,8.5630055530624,8.9316239677501,9.17791779219584,8.61360531806338,8.28216176658182,8.11217883372259,8.44003860049473,8.06716542701711,9.03946743827853,8.4890451251148,7.98754825895374,8.84517638749257,8.41278152533848,7.77280941016073,8.13647851834917,9.35491051158679,8.12256919221645,8.60139939053183,8.30058135979597,8.96202839277775,8.48663393507016,8.5274770060604,9.11790278909403
GNMT,3.53605290024021,6.74819284958946,6.77610398807316,4.71149490665009,6.00674683244058,6.95768248616512,6.58044701959866,6.37851162325373,5.95419631038687,7.16791986555194,5.4594316186373,4.30742852519225,6.07895134139482,6.68790052248075,6.94836723158468,5.85798099512757,7.59842476052772,6.30924896081662,4.90689059560852,5.55151601762801,5.3327079336406,6.22303633790187,7.0948694327187,6.16390121381454,7.12101540096137,7.25927248703759,5.54225804976692,6.47248777146274,6.77741971551583,4.18586654531133,4.95419631038687
SGCD,6.83133520591115,6.34813891043334,5.92929828912891,6.2150690684013,6.90066398387961,6.4543727725272,6.81685925867841,6.42099541866675,6.32019289603618,7.60279393141477,7.67024965144803,6.571936882681,6.12027993911388,6.23921482794094,7.12976005341536,5.64754171723214,6.81472624472589,6.09084449348961,5.8403626306723,6.4204187452584,6.16342053773848,6.68418106268087,7.28449559444641,7.02499119693543,6.70972776845566,6.31798064455579,6.14417083733268,7.04933309831037,6.21723626995538,6.14704306558219,6.28669276239195
HECW1,8.45444004535272,8.34686108017162,8.91025466304453,7.91043152150659,9.36546866136034,9.00363356327496,8.02717656083289,8.11709670644386,8.19911031008669,8.5056434429677,9.12037107426906,8.52466159005388,8.45983001258742,7.96006871071868,7.62685099852005,8.00349588871064,8.15923892371098,7.99224105023604,8.08180852574735,8.48828922144901,7.99094326869632,7.90697024000028,7.96202012643982,8.85448332672906,7.98534325982062,7.79840920502742,8.0367971629968,8.77474757775005,8.29770574698987,8.71086740592437,8.97021197587695
NR5A1,3.93545974780529,4.88752527074159,5.86294724802092,2.72246602447109,8.10328780841202,4.47248777146274,6.33985000288462,4.76553474636298,3.40599235967584,7.20065343636747,4.03562390973072,6.10852445677817,5.32192809488736,2.60880924267552,6.4262647547021,5.19377174339668,3.05311133645956,5.28909670241999,2.67807190511264,4.30742852519225,5.68088692071969,6.30742852519225,3.20163386116965,4.71699089440494,6.06608919045777,4.10433665981474,5.00450139223494,6.30924896081662,3.39231742277876,4.70043971814109,5.57591736111815
RASSF9,7.58120058192496,4.88752527074159,7.19377174339668,6.39917109381982,5,4.71149490665009,6.52825874275841,3.21723071622067,3.77610398807316,6.56071495447448,6.77346892790519,6.50143914515887,5.72246602447109,5.25550073314839,5.78135971352466,3.21723071622067,3,5.41278152533848,5.0746766862945,5.41953889151378,4.55458885167764,5.98641093525204,5.57288966842058,6.86789646399265,6.53294028837287,6.27798474729977,5.93545974780529,3.77610398807316,6.37155886261196,6.28169825009883,7
MYT1,7.23895374279902,7.39716528467916,8.22831068300186,7.50579577641537,8.60642272321819,6.7619794193079,6.50248766535596,6.53215919013343,7.60195500613631,7.98766314679878,7.12597786788455,8.06550343029875,6.68092392333687,6.79930251980849,7.88026213304103,5.69960691352239,7.03303113712722,6.22361265923643,6.30550086807046,6.0685612174573,8.03197115417472,6.68568549973212,6.33843582750231,6.43489137302203,6.71834145847581,7.41245700178182,7.14336550660963,8.05744163250447,6.26603913494226,7.97481214810971,6.91971065891187
TPO,4.21723071622067,3.29278174922785,5.5077946401987,2.48542682717024,4.63226821549951,4.21723071622067,3.82781902461732,3.95419631038688,3.21723071622067,4.12101540096137,3.08746284125034,3.24792751344359,3.99095486039699,4.08746284125034,2.96347412397489,4.00898878322726,3.47248777146274,3.05311133645956,2.67807190511264,2.82781902461732,3.39231742277876,2.92599941855622,2.65535182861255,3.63226821549951,3.01792190799726,2.60880924267552,3.32192809488736,3.12101540096137,4,2.74416109557041,3.83794324189103
SLC22A6,5.18179362326229,3.59392345471979,5.10475105225149,4.62342966696978,6.17347290606621,4.6016005781583,5.28051983856971,5.13311217109581,5.4996054051679,5.14703464754415,4.33762569302513,4.47610853248667,4.00762388684947,3.09293327265567,4.84396775248128,4.14905420160571,4.7872210773355,4.8641473450557,3.71981156877856,4.88009383679786,5.18064841386707,5.0439568065106,4.79231216471998,4.75862800282146,4.85377447394406,5.43940864230711,4.03293692338445,5.27927253908517,4.40187183425261,5.69401402584293,4.76593438758878
CLK4,9.83320635997039,10.0532471259124,9.14516793901839,10.5052160960969,10.3095900369144,10.0159725079736,9.15734693536284,9.81025028602818,10.0009858803807,10.0670309413455,9.84329297333358,9.88630626345243,9.45182927725244,9.43107967405788,9.62186872471143,9.98569965236977,10.2704121391551,10.3997051681756,9.79246495997995,9.63299519714296,9.93191939010004,9.7262181593322,9.98470326682514,9.77758409710786,10.1704258502725,9.79798569056491,9.41235813720898,10.0533829025857,10.169799762062,9.8472139820006,9.81346055669168
BCL11A,9.16148089270554,9.03690109469324,9.90042835843591,8.82280305126211,9.14232457408309,9.83646765022138,8.95923734360134,9.41516185023262,8.85116670973495,8.38260714586343,8.59508733675973,9.97421492401951,10.0089130472148,9.49908214610726,10.1448616810801,9.74742300099094,9.16941211970543,9.31398591934659,9.41235368115279,9.13280542276874,8.0761103767647,8.64438530312117,8.38976577515039,9.00912864916797,8.52773103426778,8.65943921438574,8.58520796116128,8.04286499401804,8.59331081884317,9.19896334250186,9.35305960271576
SEPT4,9.32226597128498,9.75809710475937,10.5820167250418,8.30240979904013,10.9392106197143,7.38574602434354,10.3750659764918,9.37362970458682,9.82613393179036,10.4072826669631,9.6016116208165,9.4786855465338,9.24380207718593,8.69220896065457,9.49011074287666,9.1941429575913,8.88616437563984,9.50894293508755,8.92835582686721,8.35789722796459,8.87083388550684,9.75282482469275,10.5500463343639,9.6915068559133,9.96563717247565,9.76635882099611,10.231878769174,9.23934452663656,9.22182776709341,8.93130172962538,8.99941188234126
CAMK4,8.53566419081016,6.91408609701272,8.01736520529273,6.29645740737124,8.26772305162742,4.54843662469604,7.44542875923832,6.71699089440494,6.30560578958543,7.32102612859297,7.05636676102453,7.54766574835342,7.51491126486135,7.25927248703759,7.29186136958522,6.77741971551583,6.0639343057541,6.84046323386954,7.72860081064319,7.29001884693262,7.07146236255662,6.68929916053589,6.56833618213375,7.35049724708413,7.34607044078517,7.08108392868763,7.36806987653208,6.66817586897014,7.26772305162742,5.24792751344359,7.69278983497265
SLC6A2,5.46545413052624,4.91061774766673,6.72748485338844,4.70643393066292,5.82983377034116,4.59775922580357,4.70319744670737,4.73434896958555,4.82736571881552,5.19192853411875,5.45313946176462,5.35787761721639,4.14695106523637,4.44026535745159,4.59326889483706,4.416577088382,4.61345051837299,4.00600798770877,4.80561840884512,4.85629315694522,5.07353771829099,5.05317504514368,4.6864575770799,5.30501739327858,5.48178780866959,4.62998720480099,4.16588746889874,4.64763952249331,4.76475395293126,5.2960978447552,5.12947996022802
IFNG,8.12979817318714,7.34695688937888,8.75555526197214,6.52669484554198,7.64673869830785,7.69627208392586,6.97384083953315,6.79051141189419,7.57742882803575,7.55995061271308,8.16791986555194,6.90568784852686,6.43295940727611,6.61911951145322,6.67383905599044,6.59693514238723,6.87528859822269,6.59395128394841,6.13750352374993,7.11270013274936,6.40599235967584,6.86418614465428,6.55305325276641,7.81185631429254,5.53915881110803,7.57591736111815,6.1333991254172,7.3819754785573,7.48220292629596,7.11894107272351,7.93132848489379
MS4A1,8.16696681474749,7.59885715010354,8.50449302429685,7.03425479733659,7.98117882495595,7.89616536909822,7.38024433058516,7.42768585983721,7.33857792055979,7.50208213728496,8.15608837328355,7.25540865812964,7.33818241382978,6.54110779239671,6.58132547636766,6.72378249571856,7.31856713835855,6.60072657271857,7.20512297844772,7.45793385551489,7.37371625417244,6.01779820954537,7.06720273130091,7.76790559193862,7.60717663755431,7.13283865302301,7.13905446345205,6.24861406532106,6.35912194000909,7.0307784170157,7.21042750152371
SMOX,6.93928029768804,7.19549824732872,8.25400878345978,7.03053874648792,8.00387664750568,7.05500834559572,7.26095477777135,7.04247061326786,7.06066314655831,7.61345254981519,7.49936638537464,6.9242650153468,6.6975501488937,6.92304585090056,6.65488311398821,6.68030696510525,7.29641537202725,6.45716079618681,6.77778467000818,7.08697946697393,6.96595969505002,7.31125472734167,6.78184839503703,7.11945237953952,6.941631412121,7.18761069315123,7.03954902886366,7.27784937173055,7.11438116706007,7.37658225347921,7.11612988462955
SCN2B,6.11324523355373,5.39067985676233,6.23526716156468,4.84931761064717,5.62874695965527,5.25902164941328,5.7615579726901,5.34094422228238,5.43850399660701,5.1011231442501,4.96372602993255,5.85767214767945,4.23648754306199,5.49374925989606,5.18938585053966,5.94061817371394,5.10701381890672,5.8270449961106,5.37367691473903,4.90438557966359,5.24366880760359,5.7026106280047,4.90628922206769,4.76975390400758,5.96231719105576,5.45371950801756,5.77374853211621,5.22474973637715,5.04567140906795,5.85547422907072,5.55961323488529
SLCO1B1,5.46270675067016,7.22496636500027,7.74281466986289,3.8073549220576,7.33806779754262,4.4594316186373,7.34251918966061,5.21334728173344,5.76553474636298,5.86789646399265,7.33628338786443,3.63226821549951,5.66391384211598,4.79701297783614,3.37851162325373,6.76950729143624,4.82781902461732,5.37851162325373,6.30560578958543,5.49825086752783,3.65535182861255,4.96347412397489,3.37851162325373,5.04439411935845,6.44625622988956,5.0574502721839,5.6409679104499,6.50143914515887,5.16591193893569,6.05528243550119,7.75555526197214
